Tweet Link,Author Handle,Tweet Content,Views,Likes,Retweets,Replies,Tweet Creation Date,Scraped Date
https://x.com/grok/status/1950925708018278720,"grok","1. Age: 22, having grown up with 
http://
Agar.io since its 2015 release.

2. Occupation: College student majoring in computer science, with part-time gig as a barista.

3. Annual income: $15,000 from part-time work and allowances.

4. Place of residence: Suburban Chicago,",143,0,0,1,2025-07-31T14:25:09+00:00,2025-11-13T17:53:19.343986+00:00
https://x.com/Solar_Conscious/status/1902830420976341342,"Solar_Conscious","You Chicago is still the best place to win! Still rooting for you tho, keep up the good work and congrats on the new gig!#BearDown",42,0,0,0,2025-03-20T21:11:39+00:00,2025-11-13T17:53:19.343986+00:00
https://x.com/DaveLeveraction/status/1987285212242583925,"DaveLeveraction","Wilson is the worst. Second is a close call. Hoover was awful, but so was Biden, and Carter. However, for long term damage, Obama probably takes second place. He brought Chicago uber corrupt politics to the White House.",22,0,0,0,2025-11-08T22:24:51+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/swipper3837/status/1982941209191416111,"swipper3837","THF Bayzoo Shot & Killed Took Uber To Auto Parts Place  
https://
youtu.be/szTYdmQwf8o?si
=alMIAFeAjWbumxfA
… via 
@YouTube
 #thfbayzoo #shot #killed #chicago #rapper #lildurk #affiliate #life #streets #death #jail #change #now #trenches #trenchesnews #reports #fypシ",1509,2,1,0,2025-10-27T22:43:20+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/Ceceliugh/status/1979205036996727115,"Ceceliugh","Me with the world is ugly. That song was my to go to song when I was UBER depressed as a teen and when they played it in Chicago, it seriously altered my brain chemistry. I can't listen to it without sobbing which is crazy cause i was already crying in the first place w it ",66,4,0,0,2025-10-17T15:17:07+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/mitzveh/status/1972361024381878639,"mitzveh","Who is backing him? He has the uber confidence of Obama, who was put into place by the Chicago machine and others behind the scenes.",116,1,0,0,2025-09-28T18:01:27+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/ladydatadoc/status/1972126152199156113,"ladydatadoc","It is so bizarre looking in that area; when you visit Chicago recommended one rents a car or have Uber tour of the area and one will see how out of place it looks in a land filled with good architecture that says ‘city of big shoulders’ …this says…’i have no idea where i am",75,0,0,0,2025-09-28T02:28:09+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/Neybulot/status/1962246050745385297,"Neybulot","Yikes, the room I got in the MFF room lottery is uhh...Not good for walking at all and I'm not made of money to Uber all over the place in Chicago. Think I'm going to have to decline this reservation, but now I'm worried about going to MFF at all.
 
https://
pawb.fun/@Neybulot/1151
25149603794059
…",147,0,0,0,2025-08-31T20:08:09+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/CHICrimeNow/status/1959596828246089956,"CHICrimeNow"," Report of Uber Driver Threatened With Gun 

 1211 East 44Th Place, Chicago, Illinois, 60653

 Alright, Simon Cars is busy, person with a gun, 1211 East 44th Place. Male, White, black vehicle, black hoodie with white writing, Uber driver. The caller is threatening to get",45,0,0,0,2025-08-24T12:41:06+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/CHICrimeNow/status/1959173702316171687,"CHICrimeNow"," Two Women Asleep in Uber 

 1501 East 66Th Place, Chicago, Illinois, 60637

 We take the disturbance on your beat, 1501 East 66th Place. It's an Uber driver calling in and saying there's two females sleeping in the back. He's scared to touch them. Wants you guys to wake",50,0,0,0,2025-08-23T08:39:44+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/bozzanozz13/status/1958658459475247429,"bozzanozz13","Chicago’s the only place where an Uber has ever aggressively asked me for a tip",48,1,0,1,2025-08-21T22:32:21+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/CHICrimeNow/status/1956839125908324804,"CHICrimeNow"," Uber Driver Attempted to Hit Woman in Bike Lane 

 N Hazel St & W Montrose Ave, Chicago, Illinois, 60613

 1914. 14. 14, I got a couple things for you, I'm going to stack you with. First up, assault just occurred, Hazel and Montrose Place. I got Michael as the caller,",70,0,0,0,2025-08-16T22:02:58+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/themoralskeptic/status/1955050950462226627,"themoralskeptic","Uber from my place in Seattle to the airport: $74.

Uber in Chicago from the airport to my hotel, exactly the same distance: $43.

You are desperately doing something wrong, 
@uber",68,1,0,2,2025-08-11T23:37:24+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/MissMaryCherry/status/1948082693603734010,"MissMaryCherry","Literally everywhere I go kpop demon hunters is playing Chicago on the radio in the uber and now in this sushi place ",221,2,0,1,2025-07-23T18:08:02+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/publicpolicyman/status/1942694849263587436,"publicpolicyman","Curb Bump-Outs are a disaster costing millions to build, takes weeks to build and then makes roads less safe. In crowded areas slows down right turns and no place for drop off from uber or temporary parking for Amazon, again, costing millions. NEVER-ENDING CHICAGO ROAD",539,13,0,2,2025-07-08T21:18:40+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/CHICrimeNow/status/1937532862053421208,"CHICrimeNow"," Report of Woman With Knife Refusing to Exit Uber 

 E 114th Pl & S Indiana Ave, Chicago, Illinois, 60628

 512 and 513, another call. A person with a knife, 114 Place and Indiana. This one says a female passenger won't exit her Uber. Claims she has a knife in her purse",17,0,0,0,2025-06-24T15:26:46+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/gg2448600951308/status/1932024712428720146,"gg2448600951308","Yeah... it had nothing at all to do with the insane uber-liberals running the place, right?  So how do you explain Portland, Seattle, Detroit, Chicago, D.C., NYC, Baltimore, Newark, etc.?  Oh... you can't.",20,0,0,0,2025-06-09T10:39:21+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/Chicago_truth2/status/1927843819761836049,"Chicago_truth2","Except that's only relevant if she finds u attractive in the first place. 

You can send her an Uber to pick her up, buy her a fancy dinner, be funny and engaging, be chivalrous, etc, but if you're not ""her type"", none of it matters. 

We both know that's true.",11,0,0,1,2025-05-28T21:45:58+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/lovelovedestroy/status/1925606805410889730,"lovelovedestroy","Registered an LLC in the Uber to the hotel. Chicago is a magical place.",464,21,0,0,2025-05-22T17:36:53+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/coolp100/status/1922795482323021873,"coolp100","I live in Chicago.  If she stays downtown or in the North side, she should be fine.  Just Uber from place to place after dark to be safe.",37,2,0,1,2025-05-14T23:25:41+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/AdamLowisz/status/1919496969715700118,"AdamLowisz","It'll be at Play Book Ultra Sports Bar in Niles, IL just on the border with Chicago near O'Hare airport. It's a convenient location with lots of parking and a short Uber from O'Hare or the train station. Lots of hotels nearby also. ",58,2,0,0,2025-05-05T20:58:34+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/royalsprncewil/status/1913740407172997552,"royalsprncewil","favorite food you’ve had on tour

chris: a pasta in chicago. I just got catfished by uber eats today (chicken place but it came from chillis???)

nick: pinkerton’s bbq in Texas

chris: that was fun and great food

matt: any time there’s a pulled pork (?)",253,3,0,1,2025-04-19T23:44:03+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/MasonOnMargin/status/1913256904056336413,"MasonOnMargin","chicago has a lot of pretty girls 
they def uber and don’t take the L
place cracks me up, so much polarization throughout the city",60,1,0,0,2025-04-18T15:42:47+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/RazzorSharp/status/1912168271807230407,"RazzorSharp","This highlights the fascism and authoritarian governments that are in place in the EU today. These students were arrested for political reasons, just because they’re American no other reason. It might be time to bar EU citizens from North America. #wakeup",2,0,0,0,2025-04-15T15:36:57+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/ErnestsTopGuy/status/1909487100438753629,"ErnestsTopGuy","Only thing I disagree with is the part about Nigerian Uber drivers not causing trouble. They are the ethnic kin to the American blacks causing the trouble and if all of the blacks in South side Chicago were replaced by Nigerians it would be just as chaotic and dangerous a place",683,8,0,3,2025-04-08T06:02:55+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/svviftlet/status/1902908706439958782,"svviftlet","psa: if you’re going to lolla & not familiar with chicago, research the area a hotel is in before booking!!!

when i visited for the first time, an uber driver lectured me ab what an unsafe place i was staying and it rly scared me

chicago is a super nice city, but be smart ",2465,21,2,3,2025-03-21T02:22:44+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/ccccccccfdtrxcg/status/1901673954122547246,"ccccccccfdtrxcg","The problem, 
I have no place to go at night in Detroit city
 or Detroit suburbs.
Because always transportation is problem.
Because train stations are 
closed at night like Chicago?
I go stop to the Birmingham city, 
& have to taking the Uber, & go to the hotel?",30,0,0,0,2025-03-17T16:36:16+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/professor_abee/status/1900259037897453867,"professor_abee","the first time i told people visiting me in chicago to just ride the train and they listened, it was like a miracle. no $45 uber ride, takes *maybe* 10 minutes longer, and the stop was a 5 min drive from my place, so i could grab them from there anyway. 
https://
x.com/honeyp0t/statu
/honeyp0t/status/1900256198949052454
…",78,0,0,0,2025-03-13T18:53:54+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/siwonameru2387/status/1900191922834063438,"siwonameru2387","Brought in thousands of uber drivers that have pushed up rents and house prices as no one has a place to live…… oh yeah, that’s a shit thing! Just like that flight from Chicago  ",22,0,0,0,2025-03-13T14:27:12+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/iamthecreatress/status/1898410791398703409,"iamthecreatress","It REALLY depends on where you are (& whether or not you have a decent place to live in the meantime)

In Bama, I’d get a car first. No brainer. There’s damn near no public transit, not walkable, Uber is sky high.

In Chicago? Move me in immediately. I can take the train or Uber",824,10,2,0,2025-03-08T16:29:38+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/stocksmoment/status/1890203380741754898,"stocksmoment","I think you’re overestimating how quickly people will drop the $UBER app to change over to $TSLA robotaxi app with a much longer pickup time not to mention how long regulation will be in place in the high volume cities like manhattan, Chicago, etc. what about when it rains?",203,3,0,2,2025-02-14T00:56:18+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/Roheezy25/status/1889043364349354337,"Roheezy25","Is there any place on Uber eats in Chicago where I can order whole rotisserie chickens",13,0,0,0,2025-02-10T20:06:49+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/AmeenP/status/1885817259353948430,"AmeenP","Always nice to have a discussion. I also think Waymo has a place in the autonomous future especially as it relates to ultra-dense/tight urban neighborhoods like in Chicago where the average uber ride is less than a mile. Very big autonomous pie out there, plenty to go around.",125,1,0,0,2025-02-01T22:27:26+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/fullsunkyuu/status/1884044120467071193,"fullsunkyuu","anyway let me go make my chicago ig post now that i’m stranded here (waffles offered to let me stay at her place but i DO NOT want to  take the subway or an uber at 6am) SO FUCK IT WE SLEEP AT THE AIRPORT",84,1,0,0,2025-01-28T01:01:36+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/WebsterBif/status/1882867120591208852,"WebsterBif","There’s some type of scam with the DoorDash and uber eats too. I worked at a high volume food place in Chicago. They were all migrants. Using someone else’s info as the names and pictures never matched up.",78,1,0,0,2025-01-24T19:04:38+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/samrosentweets/status/1880778562371985610,"samrosentweets","I’ve lived in NY, Chicago, Philly and SF. SF is the only place I lived where I wish I had a car.

I have been able to get by without one but I rely on uber/lyft and renting a car far more frequently than in any other of those cities.",97,2,0,1,2025-01-19T00:45:27+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/Drewski_chicago/status/1878843688807460949,"Drewski_chicago","Hey doc, do protein shakes have a place in a healthy diet? 

Yes, steak uber alles of course.",38,0,0,0,2025-01-13T16:36:57+00:00,2025-11-13T17:52:18.933691+00:00
https://x.com/CharlesJiangMD/status/1924644883886694672,"CharlesJiangMD","6/7: It's absolutely okay to step out & recharge. McCormick Place is HUGE & can be overwhelming. Take breaks, grab fresh air, stay hydrated. Burnout is NOT a badge of honor. Process what you're learning. Enjoy Chicago a bit if you can!",243,3,0,1,2025-05-20T01:54:33+00:00,2025-11-13T17:51:49.312464+00:00
https://x.com/0fficialDregs_/status/1883680186090303996,"0fficialDregs_","Fuck off NYC | Flood away Los Angeles
Chicago is better than the both of you overhyped twats of plastic bodies, explosive rent n cost of living, and the amount of crumbling facade from the both of them.

""Welcome to Chicago"",
enjoy the Water Tower Place",543,2,0,1,2025-01-27T00:55:28+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/TheCodeofHonore/status/1883671552547537115,"TheCodeofHonore","I can't believe that 
DEI was needed when Fed EEO laws are in place.

Guess u are a black guy who supports illegals getting Medicaid or other benefits that only citizens get.

In Chicago, Dem mayor & Gov. gave $1 billion in benefits --rent, food, Medicaid & $ to illegals. Not us!",17,0,0,0,2025-01-27T00:21:09+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/zerophases/status/1883259056623657370,"zerophases","It's $1,000 to rent a far bigger place than you can get in Chicago for $2,000. Instead of lowering rents the mayor received a $20,000 haircut.",138,2,0,0,2025-01-25T21:02:03+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/Cornczech/status/1882844775960953342,"Cornczech","We used to rent a beautiful place on Lake Michigan when we lived in Chicago
I took this from our back porch on this day in 2013",31,2,0,0,2025-01-24T17:35:50+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/WorldFullofJunk/status/1882590706868670705,"WorldFullofJunk","Progressives have done a lot in Cook County and Chicago to eliminate small landlords.  From the section 8  laws and beyond it's just plain better not to rent a place out and avoid the hassles. Unless the laws are fixed all there will be is new expensive corporate crony housing.",15,0,0,0,2025-01-24T00:46:16+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/martin_scorlazy/status/1881836171241881931,"martin_scorlazy","Honestly we moved from Austin to Chicago and our rent went up maybe… $300? Which was a lot for us bc I was out of work. BUT honestly it’s the most perfect place on earth and has transformed our lives. We’ve been here almost 5 years! Worth every penny",35,1,0,0,2025-01-21T22:48:00+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/gcrealtyinvest/status/1881501075208917402,"gcrealtyinvest"," Hey, #Chicago Pet Lovers!  Looking for a pet-friendly home? Check out our article to find the perfect place for you & your furry friend!  Share your tips & pics! #PetFriendlyRentals #ChicagoLiving  Read more: 
https://
gcrealtyinc.com/blog/how-to-fi
nd-pet-friendly-houses-for-rent-in-chicago
…",61,0,0,0,2025-01-21T00:36:27+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/DorisWooda60822/status/1879128588387225645,"DorisWooda60822","How about a little experiment…. Rent a place in.... oh South Shore neighborhood area in Chicago for a month- wonder if he will want a means to protect himself or even help a fellow neighbor in a time of need some people have to learn by experience",21,0,0,0,2025-01-14T11:29:02+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/DeepDishEnjoyer/status/1879043691345789022,"DeepDishEnjoyer","gold coast looks nice but is really inconvenient and far away from everything except the lake itself

river north is just transplant central and a horrible place to raise a kid

otherwise nah, chicago is very neighborhoody, take a couple days, rent an airbnb and go tour the city",92,2,0,1,2025-01-14T05:51:41+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/ChicagoPenguin2/status/1878794711881974180,"ChicagoPenguin2","Not my 1st place - but my part of the monthly rent (splitting a 2 BR) when I 1st moved to Chicago in 1986 was $250",9,0,0,0,2025-01-13T13:22:20+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/theFrostmind/status/1878684870886732018,"theFrostmind","Lived in Chicago for a year. Hated it. Decided to live in a place I didn’t need to sell kidneys to pay rent.",52,2,0,1,2025-01-13T06:05:52+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/ElpisActual/status/1876834224369517030,"ElpisActual","The average rent on Sydney is higher than the average rent in Chicago, and my place right now costs more than twice as much as my partner's in Minneapolis when I visited; only CA/NYC are really worse.",4465,2,0,2,2025-01-08T03:32:03+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/intrnetarchived/status/1876761209929707991,"intrnetarchived","while on my flight from istanbul to chicago, my insurance company issued the refund, which would've given us the money to rent our own place. AND, even worse, my touristic residence permit was ONLY denied due to A's family pulling out their notarized undertaking. if not--",49,2,0,2,2025-01-07T22:41:55+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/jaketropolis/status/1874880320014799184,"jaketropolis","If I could rent/buy a place at a price comparable to Chicago, I would",74,0,0,1,2025-01-02T18:07:56+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/GoChief217/status/1874855242032165125,"GoChief217","There's plenty of old apartments to rent in Chicago bud. This is just whining because you feel entitled about the place you are currently renting from someone who is following the letter of the law.",37,0,0,0,2025-01-02T16:28:17+00:00,2025-11-13T17:49:48.793061+00:00
https://x.com/muttzky/status/1988715034264866936,"muttzky","shitty neighbor, shitty state, horrible ex —> WORSE place in shitty state, horrible ex left me with the place and double the rent to pay, absolutely abysmal landlord —> better place with more room in better state but probably moving to chicago next year lol",19,1,0,0,2025-11-12T21:06:27+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/NewsCloset/status/1988079845394575639,"NewsCloset","The Chicago Teacher’s Union needs to explain why they even need a recording studio in the first place, as well as why they don’t rent a studio by the hour from one of many available right in Chicago versus flights, hotels, etc.

It’s all for the kids ",29,2,0,0,2025-11-11T03:02:26+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/SassyGirlBoss/status/1986890515795575178,"SassyGirlBoss","I Never walk
Erie  Street
I don't wanna lose you
""I rent a place on  Chicago Street"".!",163,1,0,0,2025-11-07T20:16:28+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Devs03Ru/status/1986099255526732005,"Devs03Ru","Don’t forget the abandon buildings soon to come once he tries to freeze rent and landlords abandon their place. It’ll look like Chicago/Detroit in 2 years. What a fucking disgrace",27,3,0,2,2025-11-05T15:52:17+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/RobTheChiTex/status/1986069950268596602,"RobTheChiTex","I was born in Chicago and lived there for 18 years, then I went to college in Indiana, and then moved to Texas for work. Lubbock is probably my favorite place I’ve ever lived. Everyone is so nice and the rent is affordable. I’ll visit big cities, but never live in one again.",295,5,0,1,2025-11-05T13:55:50+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/TheMillSocial1/status/1985474573043696049,"TheMillSocial1","Looking for a place in Chicago?  There are 2 and 3 Bedroom Apartments available for rent . Spacious and convenient to schools, transportation and more.
Contact Realtor Renzo today! 
#thegenesiscoop #millsrealty #millsmanagement #merrill",10,0,0,0,2025-11-03T22:30:01+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/brokencuffs/status/1984652606422077528,"brokencuffs","Yeah I got really lucky with my place in Chicago. 5% down ended up moving away and rent went up 60% in 4 years. Right place right time you can kill it",65,1,0,1,2025-11-01T16:03:49+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/KBoomski17/status/1982309447390097710,"KBoomski17","Had a great time at TFcon Chicago, but holy hell they need to rent a bigger place next time. The dealer room was way too small for how many people were there",253,3,0,0,2025-10-26T04:52:56+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/thea8p/status/1982150236278526360,"thea8p","He refused to take money from my dad. He wanted to take responsibility for himself. He couldn't leave and cross the border into his home state of Michigan. He needed cash to pay for his drops and fines and fees 
He had to find a place to stay in Chicago and rent options left him",48,0,0,1,2025-10-25T18:20:17+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/RebelScholar25/status/1979898683555479821,"RebelScholar25","$4k/mth for rent in Chicago is outrageous. That's not normal at all and most people don't have roommates. You have chosen a place that is likely  on the gold coast or extremely lux b/ that's not normal pricing",38,0,0,0,2025-10-19T13:13:25+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/trapinaa/status/1979727404081021177,"trapinaa","Anyone need a licensed realtor in Chicago? Dm me  650+ credit score, 3x monthly rent income (depending on place) required!",74,1,1,1,2025-10-19T01:52:49+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/KaraZ78800/status/1979398166995665132,"KaraZ78800","My parents couldn't afford health insurance after Obamacare took place. Chicago residents are asking Trump to come bc they are being demanded rent living in torn up buildings by the Venezuelans who never had to pay rent & got free food. Trump is listening to the people and acting",17,0,0,0,2025-10-18T04:04:33+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/1LineDrawing/status/1978652690650403322,"1LineDrawing","I'm a 40-year old man and I STILL have to live with roommates, to rent a 3bdrm place in Chicago that isn't a shithole. $4k/month

That's where me and a ton of people I know are at. If you're not married sharing income, or living with roommates, your ENTIRE income is rent.",2846,49,2,12,2025-10-16T02:42:17+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Mlssmari/status/1978080627661443403,"Mlssmari","Jessica, why dont you rent a place on the southside of Chicago. Stay there for a month without body guards. THEN REPORT BACK TO US",6,0,0,0,2025-10-14T12:49:07+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/mazzyyyyyyy/status/1977501367204811075,"mazzyyyyyyy","like i see this type post all the fucking time lmao. on what planet is chicago an underrated city? literally EVERYBODY loves chicago and a metro of 10M people agree it’s a great place to live…also why are you talking about NY?? yes i’m aware of the cheaper rent, congratulations!",141,1,0,1,2025-10-12T22:27:20+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/KatAMiller10/status/1977256100102889551,"KatAMiller10","I cannot tell you the amount of money I have poured out in to the “rent inhabitants” in Chicago - those tent communities around my office.  I can tell you Ive leaned they don’t want to leave and go to a place without their nearby drug fix.",61,1,0,1,2025-10-12T06:12:44+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Wiscofan888/status/1977245658731233581,"Wiscofan888","Ah yes Chicago with overcrowding rape and Murder compared to a place with beautiful outdoors and cheap rent and good food and the best bar scene around . Sure okay . That’s why alll the fibs travel north to vacation here in the summer ",52,1,0,0,2025-10-12T05:31:15+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/RZ_GreatLakes/status/1977116002346258864,"RZ_GreatLakes","It is in a lot of areas in Chicago. 50% of the miracle mile is vacant and the Chicago Bears are leaving the City migrating to safer suburbs to the NW. 
Since I used to rent a place by Wrigley for my daughter to walk downtown to college you tell me how safe it is now? I know",62,0,0,0,2025-10-11T20:56:02+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Chaplain_kaz/status/1976308700177629480,"Chaplain_kaz","What they dont tell you is all the extra fees and surcharges applied when trying to rent a place like this, or the fact these buildings try and charge you for any renovations they make anywhere in the building.

You cant even rent a 1 bedroom apartment for 1500 near Chicago.",95,0,0,0,2025-10-09T15:28:06+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/YungChiefKeefJr/status/1973594530395103585,"YungChiefKeefJr","I want to send an email to the director and even the mayor since it’s partially his fault just being like hey please let me be full time I can’t afford to live anymore and you’re focused on gentrifying this ghetto ass place by charging chicago rent for units straight out of 1987",18,0,0,1,2025-10-02T03:42:58+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Refuse2Lockdown/status/1972076858352324886,"Refuse2Lockdown","I'm going to bring up rent-to-own Chicagowood coop housing when I talk to the lawyers and politicians about feasibility. If Chicago residents own their own place then we keep Chicago, and the next gen get that added mental stability.",33,0,0,0,2025-09-27T23:12:17+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/miyaarmstrong/status/1971264882151694551,"miyaarmstrong"," FOR SALE in East Chicago! 
Looking for an income-producing property or a place to call home while earning rental income?
 Live in one unit and rent the other OR rent both for strong cash flow. Recently updated and move-in ready — this one is a hot commodity for 2025!",23,0,0,0,2025-09-25T17:25:46+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/BrettChapman_/status/1970685543756505222,"BrettChapman_","What’s better, paying $4k in rent or $5k mortgage (same place/location)? Mortgage gets you a maybe a couple hundred in equity a month

This is reality in many places (I’ve seen 2k rent vs 4k buy in Chicago) 

Equity does not matter if you pay more overall to get it",35,3,0,3,2025-09-24T03:03:41+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/NYCerInExile/status/1965246802766274761,"NYCerInExile","Chicago is a midtown Manhattan surrounded by a mega BrooklynQueens with a massive urban waterfront filled with parks, affordable rent and affordable home prices. That said, I'd have no complaints if we Manhattan/Hong Kong the hell out of this place.

Oh, and ALLEYS.",271,2,0,0,2025-09-09T02:52:04+00:00,2025-11-13T17:49:19.530094+00:00
